datazone,retailer_count,total_population,simd_decile,simd_rank,simd_quintile,income_rank,health_rank,employment_rank,education_rank,access_rank,crime_rank,housing_rank,alcohol_admissions,drug_admissions,smoking_rate,urban_rural,retailers_adj,income_quintile,access_quintile,urban_rural_2cat
S01010090,21,1041,5,3329,3,3185,2116,3729,3601,2686,4266,2841,113,14,12.5,Large Urban,20.172910662824208,Third,Second,Urban
S01010091,18,963,6,3917,3,4131,3828,4096,4090,1146,4444,2979,52,0,2.86,Large Urban,18.69158878504673,Third,Most deprived,Urban
S01010092,24,926,1,543,1,387,286,739,1063,4265,2013,967,188,145,19.23,Large Urban,25.91792656587473,Most deprived,Fourth,Urban
S01010093,25,812,5,3027,3,3111.5,2448,2773,3524,3874,2932,1306,121,70,20,Large Urban,30.788177339901477,Third,Third,Urban
S01010094,22,667,7,4364,4,4299,3292,4017,4816,3549,3468,1852,16,26,0,Large Urban,32.98350824587706,Fourth,Third,Urban
S01010095,18,613,8,4993,4,5577,4205,5142,3600,2011,6505,1832,38,25,14.29,Large Urban,29.36378466557912,Fourth,Second,Urban
S01010096,18,672,6,4050,3,4629.5,3332,4136,4676,1352,3490,1781,52,179,0,Large Urban,26.785714285714285,Fourth,Most deprived,Urban
S01010097,23,727,6,3974,3,4004,3600,4028.5,3669,2367,3502,2674,89,0,13.33,Large Urban,31.63686382393398,Third,Second,Urban
S01010098,17,756,7,4366,4,4780.5,3529,4118,4367,2475,2432,4518,163,284,0,Large Urban,22.486772486772484,Fourth,Second,Urban
S01010099,25,680,9,5603,5,5133,5014,5545.5,5824,2807,3976,3790,52,24,12.5,Large Urban,36.76470588235294,Fourth,Third,Urban
S01010100,25,815,6,3672,3,3831.5,2559,3589,3572,3181,3444,3623,58,45,8.33,Large Urban,30.67484662576687,Third,Third,Urban
S01010101,17,675,7,4261,4,4527,2909,4227,3226,2738,6281,4610,74,0,6.67,Large Urban,25.185185185185187,Fourth,Second,Urban
S01010102,11,861,8,4981,4,4911,4904,5098,4355,1342,6857,5164,56,17,3.7,Large Urban,12.775842044134729,Fourth,Most deprived,Urban
S01010103,15,1017,8,4896,4,4997,5024,5308,4413,1373,3590,3311,30,0,2.5,Large Urban,14.749262536873156,Fourth,Most deprived,Urban
S01010104,16,918,7,4863,4,4079.5,4447,5601,4447,2540,3285,4054,57,27,11.11,Large Urban,17.42919389978214,Third,Second,Urban
S01010105,11,424,1,287,1,436,92,420,455,4031,498,511,247,159,30,Large Urban,25.943396226415096,Most deprived,Third,Urban
S01010106,11,260,2,1021,1,1227,1071,915,1209,3924,995,245,89,59,22.22,Large Urban,42.30769230769231,Most deprived,Third,Urban
S01010107,19,804,1,639,1,784,557,1006,202,4118,2469.5,132,164,151,27.78,Large Urban,23.6318407960199,Most deprived,Third,Urban
S01010108,12,729,1,599,1,807,217,610,1428,2049,3306,57,214,58,27.78,Large Urban,16.46090534979424,Most deprived,Second,Urban
S01010109,29,907,2,980,1,1195,744,1321,1377,1028,1571,380,102,129,13.33,Large Urban,31.97353914002205,Most deprived,Most deprived,Urban
S01010110,21,782,1,255,1,204.5,220,239,639,6319,1365,732,152,145,20.59,Large Urban,26.854219948849103,Most deprived,Least deprived,Urban
S01010111,23,756,1,52,1,49,14,95,212,5168,1662,281,409,176,24,Large Urban,30.42328042328042,Most deprived,Fourth,Urban
S01010112,21,929,1,139,1,190,50,207,161,4870,1564,465,265,161,15,Large Urban,22.604951560818083,Most deprived,Fourth,Urban
S01010113,11,674,1,230,1,254,190,229,372,5917,1164,635,233,268,12.5,Large Urban,16.320474777448073,Most deprived,Least deprived,Urban
S01010114,20,726,1,16,1,31,13,41,38,6494,335,546,327,182,29.03,Large Urban,27.548209366391184,Most deprived,Least deprived,Urban
S01010115,10,602,4,2406,2,2224,2191,2845,2118,2529,4809,1854,39,0,10,Large Urban,16.611295681063122,Second,Second,Urban
S01010116,17,1182,5,3371,3,3522,2721,3415,2772,3413,4437,1310,96,21,5.49,Large Urban,14.382402707275803,Third,Third,Urban
S01010117,38,1401,8,5019,4,5536,5215,5589,4362,1861,1531,2201,21,18,8.11,Accessible Rural,27.123483226266952,Fourth,Second,Rural
S01010118,18,868,1,46,1,90,44,175,19,3078,742,152,248,177,33.33,Large Urban,20.737327188940093,Most deprived,Third,Urban
S01010119,9,542,1,465,1,647,252,667,384,1326,3074,1107,406,228,16.67,Large Urban,16.605166051660518,Most deprived,Most deprived,Urban
S01010120,23,1019,1,92,1,71,122,358,22,2721,1476,562,233,55,21.21,Large Urban,22.571148184494604,Most deprived,Second,Urban
S01010121,14,591,1,47,1,59,46,144,41,2820,2347,449,240,134,7.41,Large Urban,23.688663282571913,Most deprived,Third,Urban
S01010122,27,511,1,5,1,17,9,15,54,5325,85,447.5,399,397,16.67,Large Urban,52.83757338551859,Most deprived,Fourth,Urban
S01010123,11,659,1,310,1,168,436,451,615,1598,3671,881,118,21,42.42,Large Urban,16.691957511380878,Most deprived,Second,Urban
S01010124,17,603,4,2432,2,2200,2593,2816,2057,2409,5455,1243,133,89,17.14,Large Urban,28.192371475953564,Second,Second,Urban
S01010125,8,516,3,1642,2,1448,1892,2092,1126,4107,1816,681,77,55,9.52,Large Urban,15.503875968992247,Second,Third,Urban
S01010126,15,678,3,1405,2,1252,720,1594,1860,3812,3289,2788,83,313,16,Large Urban,22.123893805309734,Most deprived,Third,Urban
S01010127,20,639,1,370,1,408,246,225,1094,3520,4636,876,131,125,30.77,Large Urban,31.29890453834116,Most deprived,Third,Urban
S01010128,6,525,1,85,1,50,37,326,207,1504,1185,792,560,262,26.09,Large Urban,11.428571428571429,Most deprived,Second,Urban
S01010129,38,707,1,34,1,25,27,124,104,2034,1278,544,373,110,22.22,Large Urban,53.74823196605375,Most deprived,Second,Urban
S01010130,19,408,1,546,1,812,288,960,186,3156,1533,1061,360,166,21.05,Large Urban,46.568627450980394,Most deprived,Third,Urban
S01010131,28,922,8,4950,4,4046,3063,5041,4393,5937,5157,4437,29,0,30.77,Large Urban,30.368763557483728,Third,Least deprived,Urban
S01010132,16,981,1,611,1,720,454,584,662,5363,1510,429,111,99,33.33,Large Urban,16.3098878695209,Most deprived,Fourth,Urban
S01010133,11,693,1,105,1,141,109,81,386,4973,499,605,223,322,20,Large Urban,15.873015873015872,Most deprived,Fourth,Urban
S01010134,20,996,2,817,1,773,316,883,1403,6156,2039,877,253,254,26.47,Large Urban,20.080321285140563,Most deprived,Least deprived,Urban
S01010135,16,751,2,750,1,618,489,701,1264,5438,3392,866,158,68,10,Large Urban,21.30492676431425,Most deprived,Fourth,Urban
S01010136,30,817,4,2495,2,2255,1926,2363,2459,6794,4695,942,171,73,25,Large Urban,36.719706242350064,Second,Least deprived,Urban
S01010137,21,903,2,759,1,493,477,680,2463,6758,1698,664,243,119,7.69,Large Urban,23.25581395348837,Most deprived,Least deprived,Urban
S01010138,15,957,1,24,1,7,5,1,864,4467,323,889,650,767,16.67,Large Urban,15.67398119122257,Most deprived,Fourth,Urban
S01010139,28,1033,1,647,1,623,503,587,796,6830,1818,749,187,131,13.33,Large Urban,27.105517909002906,Most deprived,Least deprived,Urban
S01010140,20,842,3,1885,2,2067,1273,2231,1811,6873,375,827,416,263,11.11,Large Urban,23.752969121140143,Second,Least deprived,Urban
S01010141,24,936,1,120,1,98,88,146,309,6975,945,491,288,189,19.44,Large Urban,25.64102564102564,Most deprived,Least deprived,Urban
S01010142,18,667,1,333,1,386,64,350,805,6748,1085,655,208,267,23.33,Large Urban,26.986506746626688,Most deprived,Least deprived,Urban
S01010143,18,755,3,1443,2,1150,819,1217,2753,6780,4245,1066,103,22,28.57,Large Urban,23.841059602649008,Most deprived,Least deprived,Urban
S01010144,19,808,2,767,1,945,548,840,748,5714,794,197,223,225,17.65,Large Urban,23.514851485148515,Most deprived,Least deprived,Urban
S01010145,22,892,3,1600,2,1795,1787,1573,862,6406,2105,565,257,177,10,Large Urban,24.66367713004484,Second,Least deprived,Urban
S01010146,12,772,1,398,1,240,141,590,1536,6639,755,289,372,319,13.64,Large Urban,15.544041450777202,Most deprived,Least deprived,Urban
S01010147,33,992,1,125,1,138,98,267,55,6941,469,667,359,382,25,Large Urban,33.266129032258064,Most deprived,Least deprived,Urban
S01010148,33,1029,1,258,1,294,166,783,53,4896,492,221,188,481,12.33,Large Urban,32.06997084548105,Most deprived,Fourth,Urban
S01010149,17,1188,3,1709,2,1613,578,2561,2136,3380,2363,1718,99,46,8.62,Large Urban,14.30976430976431,Second,Third,Urban
S01010150,24,728,1,116,1,140,86,171,141,4627,1209,582,253,213,15.79,Large Urban,32.96703296703297,Most deprived,Fourth,Urban
S01010151,20,622,1,308,1,193,387,312,430,6024,3745,646,235,28,27.27,Large Urban,32.15434083601286,Most deprived,Least deprived,Urban
S01010152,31,835,3,1949,2,1681,1302,1948,2937,6092,1454,1002,212,19,8.33,Large Urban,37.125748502994014,Second,Least deprived,Urban
S01010153,30,929,1,589,1,884,56,575,1547,4464,1935,745,502,1575,12,Large Urban,32.29278794402583,Most deprived,Fourth,Urban
S01010154,46,927,1,494,1,640,208,278,1269,5598,2763,1214,165,207,7.14,Large Urban,49.622437971952536,Most deprived,Least deprived,Urban
S01010155,36,755,2,1394,1,1222,719,1621,1390,6570,3211,1263,132,93,13.33,Large Urban,47.682119205298015,Most deprived,Least deprived,Urban
S01010156,21,515,1,590,1,719,205,928,337,5401,2133,805,494,294,23.08,Large Urban,40.77669902912621,Most deprived,Fourth,Urban
S01010157,16,591,1,179,1,106,147,201,561,4470,853,2484,145,179,29.41,Large Urban,27.072758037225043,Most deprived,Fourth,Urban
S01010158,27,953,2,1186,1,1029,861,1154,2128,6249,797,524,145,125,13.64,Large Urban,28.331584470094437,Most deprived,Least deprived,Urban
S01010159,24,724,2,739,1,746,600,393,2587,5583,1069,1441,195,298,15,Large Urban,33.14917127071823,Most deprived,Least deprived,Urban
S01010160,11,583,1,83,1,124,143,78,749,1534,183,109,255,370,39.47,Large Urban,18.867924528301884,Most deprived,Second,Urban
S01010161,18,620,3,1520,2,1747,1383,1668,1803,4121,361.5,1003,108,151,22.22,Large Urban,29.03225806451613,Second,Third,Urban
S01010162,13,911,1,175,1,130,1187,106,343,1498,1462,266,298,353,32.56,Large Urban,14.270032930845224,Most deprived,Second,Urban
S01010163,12,688,1,54,1,105,21,87,175,3467,560,796,285,380,23.81,Large Urban,17.441860465116278,Most deprived,Third,Urban
S01010164,18,867,2,699,1,649,401,790,984,4998,1928,711,134,79,19.35,Large Urban,20.761245674740483,Most deprived,Fourth,Urban
S01010165,16,633,1,151,1,221,184,198,201,2727,448,811,324,404,20,Large Urban,25.27646129541864,Most deprived,Second,Urban
S01010166,14,1114,3,1473,2,1614,1106,1928,1227,2218,3292,656,119,44,4,Large Urban,12.567324955116698,Second,Second,Urban
S01010167,16,804,1,235,1,446,247,188,142,4245,2587,187,392,175,13.79,Large Urban,19.90049751243781,Most deprived,Fourth,Urban
S01010168,11,495,2,1202,1,767,1417,1380,1233,5296,2572,690,92,28,21.74,Large Urban,22.22222222222222,Most deprived,Fourth,Urban
S01010169,19,831,1,364,1,359,491,631,287,2629,1078,99,146,275,36.67,Large Urban,22.86401925391095,Most deprived,Second,Urban
S01010170,7,499,1,419,1,551,329,629,366,2980,634,424,276,413,14.29,Large Urban,14.02805611222445,Most deprived,Third,Urban
S01010171,23,1181,1,142,1,233,189,228,23,4743,849,505,223,133,13.33,Large Urban,19.47502116850127,Most deprived,Fourth,Urban
S01010172,20,691,1,495,1,322,446,311,1642,6082,3567,1238,343,254,40,Large Urban,28.94356005788712,Most deprived,Least deprived,Urban
S01010173,19,764,3,1951,2,1964,1789,1874,1525,5190,2342,1452,82,108,5.26,Large Urban,24.869109947643977,Second,Fourth,Urban
S01010174,13,1248,4,2206,2,4133,2930,4313,146,4679,299,601,51,134,16.67,Large Urban,10.416666666666666,Third,Fourth,Urban
S01010175,19,536,2,1051,1,1158,1492,842,1151,4293,737,1163,123,151,22.22,Large Urban,35.44776119402985,Most deprived,Fourth,Urban
S01010176,22,749,3,1903,2,1725,1589,2035,1685,5011,2278,1374,51,111,10,Large Urban,29.372496662216285,Second,Fourth,Urban
S01010177,17,693,1,108,1,53,298,151,163,5661,1239,861,179,272,16.13,Large Urban,24.53102453102453,Most deprived,Least deprived,Urban
S01010178,25,1067,1,242,1,212,270,522.5,198,3168,364,1051,240,93,21.62,Large Urban,23.430178069353328,Most deprived,Third,Urban
S01010179,25,815,1,121,1,219,57,195,48,3630,2162,623,239,280,8,Large Urban,30.67484662576687,Most deprived,Third,Urban
S01010180,21,784,4,2391,2,2680,2094,2804,2092,2791,1669,1647.5,138,139,0,Large Urban,26.785714285714285,Second,Second,Urban
S01010181,14,563,1,169,1,189,55,246,290,4097,1251,695,125,494,17.65,Large Urban,24.866785079928952,Most deprived,Third,Urban
S01010182,12,688,6,3729,3,3765,3184,3543,3985,2607,3554,2324,29,41,7.14,Large Urban,17.441860465116278,Third,Second,Urban
S01010183,12,460,1,482,1,564,340,390,879,4487,1091,1177,172,214,25,Large Urban,26.08695652173913,Most deprived,Fourth,Urban
S01010184,17,585,2,783,1,696,851,827.5,726,4285,2646,409,120,228,33.33,Large Urban,29.05982905982906,Most deprived,Fourth,Urban
S01010185,17,718,1,565,1,443,675,897,481,3903,1057,485,366,75,29.17,Large Urban,23.676880222841227,Most deprived,Third,Urban
S01010186,5,620,7,4556,4,4685.5,3542,4681,3789,2378,5510,2081,30,72,5,Large Urban,8.064516129032258,Fourth,Second,Urban
S01010187,8,554,5,3215,3,3644,2622,3321,5259,802,6075,704,109,0,23.53,Large Urban,14.44043321299639,Third,Most deprived,Urban
S01010188,25,685,5,3218,3,3795,2424,3910.5,4719,1240,899,2772,46,21,2.7,Large Urban,36.4963503649635,Third,Most deprived,Urban
S01010189,28,1033,9,5695,5,5297,5671,6061,4681,2437,3929,5315,16,12,2.78,Large Urban,27.105517909002906,Fourth,Second,Urban
S01010190,8,908,9,6035,5,5759,6525,5726,6332,1885,4284,6038,35,13,0,Large Urban,8.81057268722467,Least deprived,Second,Urban
S01010191,9,685,7,4230,4,3721,4860,4097,3940,2575,3994,2490,11,19,0,Large Urban,13.138686131386862,Third,Second,Urban
S01010192,15,827,8,5554,4,4877,5353,5927,4754,3839,2535,3668,48,16,7.41,Large Urban,18.13784764207981,Fourth,Third,Urban
S01010193,20,750,7,4552,4,4506,3499,4556,4995,2426,3000,3253,52,129,4.55,Large Urban,26.666666666666668,Fourth,Second,Urban
S01010194,14,626,2,1338,1,1646,692,951,2006,4788,4897,674,233,154,14.29,Large Urban,22.36421725239617,Second,Fourth,Urban
S01010195,11,519,3,1401,2,1087,1042,1465,1653,4124,5589,1894,73,61,0,Large Urban,21.19460500963391,Most deprived,Third,Urban
S01010196,15,661,2,874,1,890,504,1001,838,5799,1943,1155,118,177,18.18,Large Urban,22.692889561270803,Most deprived,Least deprived,Urban
S01010197,15,569,1,527,1,508,260,801,530,5808,1113,626,98,57,21.43,Large Urban,26.362038664323375,Most deprived,Least deprived,Urban
S01010198,24,1019,1,340,1,612,104,434,392,4709,277,1170,205,172,20.83,Large Urban,23.55250245338567,Most deprived,Fourth,Urban
S01010199,10,720,1,635,1,610,516,578,682,4521,3472,2014,212,127,6.25,Large Urban,13.888888888888888,Most deprived,Fourth,Urban
S01010200,20,658,3,1462,2,1208,1022,1982,1274,5065,2825,648,164,27,21.43,Large Urban,30.395136778115504,Most deprived,Fourth,Urban
S01010201,12,640,4,2364,2,2507.5,2005,2686,1426,5092,2536,2179.5,48,48,26.32,Large Urban,18.75,Second,Fourth,Urban
S01010202,19,980,1,119,1,162,265,172,80,4397,415,232,379,185,20.41,Large Urban,19.387755102040817,Most deprived,Fourth,Urban
S01010203,9,843,7,4846,4,4683,4455,4723.5,3342,3923,5452,1474,44,32,5,Large Urban,10.676156583629894,Fourth,Third,Urban
S01010204,11,817,1,159,1,127,264,206,160,4177,2638,269,195,233,16.67,Large Urban,13.46389228886169,Most deprived,Third,Urban
S01010205,13,647,1,320,1,532,93,333,349,5082,2006,453,495,328,9.52,Large Urban,20.09273570324575,Most deprived,Fourth,Urban
S01010207,12,288,1,18,1,5,42,11,526,4626,109,19,346,571,7.69,Large Urban,41.666666666666664,Most deprived,Fourth,Urban
S01010208,27,977,2,1339,1,1595,649,1563,1427,6321,885,370,297,387,14.29,Large Urban,27.635619242579324,Second,Least deprived,Urban
S01010209,20,980,1,130,1,209,131,85,489,5132,82,955,339,594,12.2,Large Urban,20.40816326530612,Most deprived,Fourth,Urban
S01010210,21,808,3,1639,2,1639,871,1495,2307,4901,3234,1936,146,83,13.04,Large Urban,25.990099009900987,Second,Fourth,Urban
S01010211,20,838,1,388,1,351,335,352,813,6553,1047,412,228,92,20.69,Large Urban,23.86634844868735,Most deprived,Least deprived,Urban
S01010212,44,946,1,75,1,73,85,56,871,5984,59,353,317,412,14.63,Large Urban,46.51162790697674,Most deprived,Least deprived,Urban
S01010213,21,912,2,1044,1,947,392,1245,1340,6302,2567.5,1218,138,36,27.78,Large Urban,23.02631578947368,Most deprived,Least deprived,Urban
S01010214,19,919,5,3461,3,3323,3297,3529,3533,3419,2276,1440,91,0,0,Large Urban,20.674646354733408,Third,Third,Urban
S01010215,29,1015,1,236,1,169,279,264,717,6741,250,456,308,288,24.14,Large Urban,28.57142857142857,Most deprived,Least deprived,Urban
S01010216,10,621,1,106,1,125,369,29,336,4851,1070,1074,292,351,24.14,Large Urban,16.103059581320448,Most deprived,Fourth,Urban
S01010217,12,1025,1,391,1,232,757,544,831,6305,78,223,393,434,34.09,Large Urban,11.707317073170731,Most deprived,Least deprived,Urban
S01010218,20,1120,1,502,1,422,427,455,1395,6627,440,450,474,305,17.39,Large Urban,17.857142857142858,Most deprived,Least deprived,Urban
S01010219,1,372,5,2914,3,2579.5,4035,2786,3073,2790,6614.5,76,60,137,0,Large Urban,2.688172043010753,Second,Second,Urban
S01010220,18,529,9,6216,5,5961,6867,6601,5975,2867,2038,2359.5,15,32,22.22,Large Urban,34.02646502835539,Least deprived,Third,Urban
S01010221,25,676,1,99,1,147,28,149,177,5547,1410,233,524,577,20,Large Urban,36.98224852071006,Most deprived,Fourth,Urban
S01010222,14,812,2,1273,1,822,1793,1128,2944,5050,930,403,163,76,21.74,Large Urban,17.241379310344826,Most deprived,Fourth,Urban
S01010223,14,598,1,443,1,654,108,491,663,4274,1384,1129,446,303,15.79,Large Urban,23.41137123745819,Most deprived,Fourth,Urban
S01010224,24,1007,1,67,1,33,103,159,131,5694,428,486,177,319,20,Large Urban,23.83316782522344,Most deprived,Least deprived,Urban
S01010225,27,853,1,678,1,845,746,569,1202,5743,164,280,214,377,13.64,Large Urban,31.652989449003513,Most deprived,Least deprived,Urban
S01010228,23,829,1,162,1,208,124,134,613,3656,580,262,350,230,12,Large Urban,27.744270205066343,Most deprived,Third,Urban
S01010229,31,1292,2,990,1,960,580,981,2327,3047,1339,1025,197,204,15,Large Urban,23.9938080495356,Most deprived,Third,Urban
S01010230,12,987,1,84,1,48,173,38,1149,4891,370,105,488,281,6.1,Large Urban,12.1580547112462,Most deprived,Fourth,Urban
S01010231,21,907,1,307,1,211,191,314,1806,3682,963,214,184,222,18,Large Urban,23.153252480705625,Most deprived,Third,Urban
S01010232,16,1016,2,1341,1,1497,865,1624,1415,3876,1360,309,298,155,16,Large Urban,15.748031496062993,Second,Third,Urban
S01010233,18,822,1,339,1,318,126,421,1245,2899,1483,104,226,304,31.58,Large Urban,21.897810218978105,Most deprived,Third,Urban
S01010234,24,1147,6,3665,3,3332,3185,3759,3713,6955,1634,320.5,143,74,4.76,Large Urban,20.924149956408023,Third,Least deprived,Urban
S01010235,10,1016,7,4721,4,4533,3397,6261,2402,5545,5141,122,45,33,3.03,Large Urban,9.84251968503937,Fourth,Fourth,Urban
S01010236,25,881,5,3012,3,2900,2383,2988,2709,6192,2876,980,198,73,4.35,Large Urban,28.37684449489217,Third,Least deprived,Urban
S01010237,13,616,6,3887,3,3145,3539,3825,3485,6849,2822,1518,84,68,0,Large Urban,21.103896103896105,Third,Least deprived,Urban
S01010238,24,883,5,3059,3,2772,2791,3783,2016,6926,1889,432,139,99,3.85,Large Urban,27.180067950169875,Second,Least deprived,Urban
S01010239,15,833,2,1251,1,875,929,1608,1070,6772,4510,213,328,107,12,Large Urban,18.00720288115246,Most deprived,Least deprived,Urban
S01010240,18,658,5,2860,3,2524.5,2351,2808,3120,6839,2985,351,142,57,9.09,Large Urban,27.35562310030395,Second,Least deprived,Urban
S01010241,30,1112,3,2023,2,1926,1298,2586,2123,4513,1361,706,200,127,16.67,Large Urban,26.978417266187048,Second,Fourth,Urban
S01010242,19,758,1,662,1,662,439,879,927,4029,1159,115,217,72,20,Large Urban,25.065963060686016,Most deprived,Third,Urban
S01010243,24,988,2,855,1,764,1393,997,1144,4547,288,54,216,205,15.38,Large Urban,24.291497975708506,Most deprived,Fourth,Urban
S01010244,31,659,2,915,1,747,1463,1077,1053,6757,345,83,153,127,10.53,Large Urban,47.04097116843703,Most deprived,Least deprived,Urban
S01010245,37,796,1,2,1,3,3,7,6,3352,515,640,489,586,30.3,Large Urban,46.482412060301506,Most deprived,Third,Urban
S01010246,18,824,1,395,1,368,244,493,656,3834,2315,246,255,377,21.88,Large Urban,21.844660194174757,Most deprived,Third,Urban
S01010247,18,738,3,1577,2,1305,926,1902,3148,3668,1606,628,212,112,7.69,Large Urban,24.390243902439025,Most deprived,Third,Urban
S01010248,17,862,7,4477,4,4016,3954,4518,3071,6759,2951,1267,130,22,9.52,Large Urban,19.721577726218097,Third,Least deprived,Urban
S01010249,21,661,6,3715,3,3399,3212,3889,3428,6854,1720,398,174,75,5.88,Large Urban,31.77004538577912,Third,Least deprived,Urban
S01010250,18,819,7,4384,4,4444,4458,5689,1754,6943,1217,813,53,40,0,Large Urban,21.978021978021975,Fourth,Least deprived,Urban
S01010251,8,758,9,6090,5,5546,6550,6147,4597,6640,3825,225,77,0,4.76,Large Urban,10.554089709762533,Fourth,Least deprived,Urban
S01010252,18,620,5,3172,3,2998,2730,3095,3715,6728,1218,659,237,49,5.71,Large Urban,29.03225806451613,Third,Least deprived,Urban
S01010253,11,639,1,137,1,93,66,235,419,4529,937,593,275,302,18.18,Large Urban,17.214397496087635,Most deprived,Fourth,Urban
S01010254,23,1078,3,1503,2,1311,1003,1962,1280,6168,2605,421,208,88,5.88,Large Urban,21.335807050092765,Most deprived,Least deprived,Urban
S01010255,13,757,1,446,1,201,480,521,1317,5812,1860,299,356,168,4.76,Large Urban,17.17305151915456,Most deprived,Least deprived,Urban
S01010256,17,854,1,415,1,456.5,300,279,823,6953,2496,461,181,121,18.52,Large Urban,19.90632318501171,Most deprived,Least deprived,Urban
S01010257,33,1732,4,2267,2,3565,2205,3537,1066,1795,1275,5,372,619,0,Large Urban,19.05311778290993,Third,Second,Urban
S01010258,10,1826,9,6150,5,6964,6976,6966,6398,1404,5135,6,25,7,16.67,Large Urban,5.47645125958379,Least deprived,Second,Urban
S01010259,16,1401,3,1740,2,1794,1824,1970,1840,2128,2914,110,240,204,0,Large Urban,11.420413990007138,Second,Second,Urban
S01010260,142,2544,6,3550,3,4327,4866,4694,3172,1689,579,60,117,87,4.55,Large Urban,55.81761006289308,Fourth,Second,Urban
S01010261,30,2269,5,3373,3,3473,3390,4436,3967,1349,2779,71,109,83,0,Large Urban,13.221683561040106,Third,Most deprived,Urban
S01010262,27,868,1,275,1,230,182,308,3229,3160,22,173,321,254,25,Large Urban,31.10599078341014,Most deprived,Third,Urban
S01010263,24,713,7,4482,4,5432,5868,5827,3966,2031,464,17,88,54,16.67,Large Urban,33.66058906030855,Fourth,Second,Urban
S01010264,59,913,2,1249,1,2696,3178,2422,72,2196,20,85,117,149,0,Large Urban,64.62212486308871,Second,Second,Urban
S01010265,31,1107,8,5538,4,6951,6971,6962,6715,2535,137,21,50,10,0,Large Urban,28.003613369467026,Least deprived,Second,Urban
S01010266,12,669,6,3668,3,4246,5572,5920,1508,5309,93,153,43,0,0,Large Urban,17.937219730941703,Fourth,Fourth,Urban
S01010267,43,1039,5,3207,3,4553,5542,2883,3295,5897,40,4,160,199,0,Large Urban,41.38594802694899,Fourth,Least deprived,Urban
S01010268,15,843,6,3742,3,3404,3421,3708,4167,6455,1950,126,83,123,0,Large Urban,17.793594306049823,Third,Least deprived,Urban
S01010269,9,589,6,3559,3,3393,3715,4176,3290,5416,1107,75,217,140,5.88,Large Urban,15.28013582342954,Third,Fourth,Urban
S01010270,24,1286,1,389,1,432,253,369,1725,2503,369,569.5,635,372,0,Large Urban,18.66251944012442,Most deprived,Second,Urban
S01010271,48,800,4,2198,2,2507.5,2792,3539,1587,5321,14,101,317,139,0,Large Urban,60,Second,Fourth,Urban
S01010272,39,1342,2,851,1,1000,1269,970,735,3787,497,47,264,216,14.63,Large Urban,29.061102831594635,Most deprived,Third,Urban
S01010273,35,800,7,4881,4,5907,6939,6220,5698,2386,86,31,11,23,0,Large Urban,43.75,Least deprived,Second,Urban
S01010274,90,697,6,4127,3,6478,6585,6529,2098,1738,3,400,76,42,0,Large Urban,129.1248206599713,Least deprived,Second,Urban
S01010275,246,932,8,4943,4,6233,6231,6255,6065,3615,1,13,95,36,18.18,Large Urban,263.94849785407723,Least deprived,Third,Urban
S01010276,20,1255,9,5982,5,6925,6920,6891,2850,4432,2421,273,39,7,0,Large Urban,15.93625498007968,Least deprived,Fourth,Urban
S01010277,13,623,2,839,1,887,731,796,777,6327,1911,599,93,124,7.41,Large Urban,20.86677367576244,Most deprived,Least deprived,Urban
S01010278,9,612,2,1212,1,672,1263,1407,1783,5570,3706,159,177,103,10,Large Urban,14.705882352941176,Most deprived,Fourth,Urban
S01010279,18,672,3,1506,2,1224,987,1459,3454,6965,1649,79,246,346,0,Large Urban,26.785714285714285,Most deprived,Least deprived,Urban
S01010280,24,992,7,4437,4,3963,4468,4492,4281,6425,1642,191,46,10,11.11,Large Urban,24.193548387096772,Third,Least deprived,Urban
S01010281,16,971,8,5274,4,4501,6321,4864,5719,6730,2427,51,32,41,5.88,Large Urban,16.4778578784758,Fourth,Least deprived,Urban
S01010282,28,1006,2,1390,1,1120.5,1112,1413,2339,4546,3123,138,310,167,0,Large Urban,27.833001988071572,Most deprived,Fourth,Urban
S01010283,25,727,7,4375,4,4537,4634,6053,2767,5658,193,1007,37,132,4.55,Large Urban,34.3878954607978,Fourth,Least deprived,Urban
S01010284,28,2429,9,5981,5,5904,6070,6364,4724,4299,3240,346,83,24,5.88,Large Urban,11.527377521613833,Least deprived,Fourth,Urban
S01010285,17,799,5,2940,3,2560,2955,3108,3259,6966,1341,176,139,68,5.56,Large Urban,21.27659574468085,Second,Least deprived,Urban
S01010286,20,2420,10,6347,5,6357,6895,6828,3066,5488,5368,846,48,18,0,Large Urban,8.264462809917356,Least deprived,Fourth,Urban
S01010287,19,946,9,5783,5,5444,5820,5854,6034,6908,1201,209,65,11,0,Large Urban,20.084566596194502,Fourth,Least deprived,Urban
S01010288,23,1130,10,6520,5,5871,6849,6581,6603,6825,2538,150,53,32,0,Large Urban,20.353982300884955,Least deprived,Least deprived,Urban
S01010289,33,982,10,6759,5,6740,6822,6665,6486,4999,2454,1100,44,53,0,Large Urban,33.60488798370672,Least deprived,Fourth,Urban
S01010290,18,625,5,3485,3,3114,2860,4002,3449,5668,2052,265,145,245,0,Large Urban,28.8,Third,Least deprived,Urban
S01010291,32,1209,7,4769,4,3905,4190,4581,6201,6066,2858,116,92,40,11.76,Large Urban,26.46815550041357,Third,Least deprived,Urban
S01010292,19,1078,10,6293,5,5696,6590,6460,5633,5203,4360,181,36,11,0,Large Urban,17.625231910946194,Least deprived,Fourth,Urban
