datazone,retailer_count,total_population,simd_decile,simd_rank,simd_quintile,income_rank,health_rank,employment_rank,education_rank,access_rank,crime_rank,housing_rank,alcohol_admissions,drug_admissions,smoking_rate,urban_rural,retailers_adj,income_quintile,access_quintile,urban_rural_2cat
S01006700,21,833,4,2607,2,2872.5,3025,2383,2589,2539,2424,2042,183,84,10.34,Large Urban,25.210084033613445,Third,Second,Urban
S01006701,17,672,2,1315,1,1138,1013,1534,1851,5094,716,750.5,301,412,43.18,Large Urban,25.297619047619047,Most deprived,Fourth,Urban
S01006702,24,780,6,3662,3,4007,3381,3892,1324,6457,4563.5,1459,33,55,23.08,Large Urban,30.76923076923077,Third,Least deprived,Urban
S01006703,29,658,3,1919,2,2091,2206,2070,1476,6356,286,1085,73,69,26.92,Large Urban,44.07294832826748,Second,Least deprived,Urban
S01006704,13,552,2,725,1,972.5,641,348,1758,6228,827,1213,218,196,46.67,Large Urban,23.55072463768116,Most deprived,Least deprived,Urban
S01006705,30,754,3,1993,2,1997,2114,1936,1012,6610,2992,2011,100,171,27.27,Large Urban,39.787798408488065,Second,Least deprived,Urban
S01006706,17,608,4,2450,2,2377,1457,2934,1961,6665,2752,1297,302,157,27.5,Large Urban,27.960526315789473,Second,Least deprived,Urban
S01006707,17,693,2,1042,1,1232,948,1258,669,5640,387,1574,247,329,34.29,Large Urban,24.53102453102453,Most deprived,Least deprived,Urban
S01006708,21,792,4,2727,2,2436,1957,2738,3416,4425,3528,1609,154,19,7.69,Large Urban,26.515151515151516,Second,Fourth,Urban
S01006709,23,913,4,2122,2,2121,2320,2040,2312,2278,2447,2441,131,79,14.81,Large Urban,25.19167579408543,Second,Second,Urban
S01006710,18,811,4,2756,2,3246,2892,3003,2694,963,3219,4143,101,42,17.39,Large Urban,22.19482120838471,Third,Most deprived,Urban
S01006711,16,943,3,1495,2,2156,1353,1287,1927,1160,2524,2253,148,226,9.3,Large Urban,16.96712619300106,Second,Most deprived,Urban
S01006712,9,505,5,3146,3,3562,3731,2536,2669,3139,3107,2597,57,0,20,Large Urban,17.82178217821782,Third,Third,Urban
S01006713,23,950,3,1820,2,2497.5,1930,1857,592,5645,2247,658,98,201,21.43,Large Urban,24.210526315789473,Second,Least deprived,Urban
S01006714,20,731,4,2519,2,2449,2079,3157.5,1594,3781,3493,2698,134,82,23.81,Large Urban,27.359781121751027,Second,Third,Urban
S01006715,8,610,3,1413,2,1525,1643,2739,286,5055,693,871,299,229,18.52,Large Urban,13.114754098360656,Second,Fourth,Urban
S01006716,14,594,3,1754,2,2072,1676,1886.5,1404,5430,305,1896,98,299,28,Large Urban,23.56902356902357,Second,Fourth,Urban
S01006717,27,967,3,1812,2,2210,1510,2279,901,5348,694,1552,186,151,24.44,Large Urban,27.92140641158221,Second,Fourth,Urban
S01006718,15,603,3,1950,2,2257,2061,2215,938,5605,878,1516,50,224,9.09,Large Urban,24.875621890547265,Second,Least deprived,Urban
S01006719,26,898,3,1884,2,1846,1157,1930,1717,4370,4681,1544,101,238,34.09,Large Urban,28.953229398663694,Second,Fourth,Urban
S01006720,14,568,3,1983,2,2593,1864,2261,545,4786,4301,1111,128,206,13.33,Large Urban,24.64788732394366,Second,Fourth,Urban
S01006721,25,942,3,2010,2,2149,1769,1896,1785,6396,985,1705,175,210,23.26,Large Urban,26.53927813163482,Second,Least deprived,Urban
S01006722,16,692,5,3028,3,2867,2677,3688.5,1794,5891,2171,1394,70,126,18.75,Large Urban,23.12138728323699,Third,Least deprived,Urban
S01006723,17,654,4,2176,2,2681,2328,1897,1366,6101,1156,2070,75,94,12.5,Large Urban,25.99388379204893,Second,Least deprived,Urban
S01006724,19,987,1,616,1,597,1107,986,204,5785,386,377,88,146,40,Large Urban,19.250253292806487,Most deprived,Least deprived,Urban
S01006725,22,651,3,1560,2,2076,781,1528,1050,5930,3369,1531,244,298,25,Large Urban,33.794162826420894,Second,Least deprived,Urban
S01006726,26,877,2,1087,1,914,1356,1941,476,4189,932,393,286,356,38.1,Large Urban,29.646522234891677,Most deprived,Fourth,Urban
S01006727,18,1083,2,721,1,1212,547,729,352,5108,1142,559,296,563,36.84,Large Urban,16.62049861495845,Most deprived,Fourth,Urban
S01006728,13,765,4,2666,2,3220,3148,3322,1411,2047,1870,2203,98,92,28.13,Large Urban,16.99346405228758,Third,Second,Urban
S01006729,18,874,2,1120,1,1159,895,1583,549,4099,2541,708,269,262,24.39,Large Urban,20.594965675057207,Most deprived,Third,Urban
S01006730,17,766,4,2639,2,2605,2678,3228,2152,1973,3429,1845,123,54,15.38,Large Urban,22.193211488250657,Second,Second,Urban
S01006731,6,534,2,1286,1,1704,1025,993,1609,1812,4160,1320,142,245,30.43,Large Urban,11.235955056179774,Second,Second,Urban
S01006732,46,1089,7,4615,4,4832,6277,4970,5077,578,3063,4013,35,39,23.81,Accessible Small Towns,42.24058769513315,Fourth,Most deprived,Urban
S01006733,16,955,10,6901,5,6866,6782,6815,6825,2699,6327,6776,74,14,3.33,Accessible Small Towns,16.753926701570684,Least deprived,Second,Urban
S01006734,15,996,10,6726,5,6118,5799,6091,6598,4225,6145,6824,44,14,7.14,Accessible Small Towns,15.060240963855422,Least deprived,Fourth,Urban
S01006735,15,578,10,6912,5,6911,6561,6866,5963,3599,6117,6199.5,31,0,0,Accessible Small Towns,25.951557093425603,Least deprived,Third,Urban
S01006736,13,1126,9,6228,5,5917,6702,6331,6507,1255,6616,6949,15,10,4.88,Accessible Small Towns,11.545293072824157,Least deprived,Most deprived,Urban
S01006737,24,905,9,6124,5,6576,6043,5655,6137,1674,5098,5520,36,34,0,Accessible Small Towns,26.519337016574585,Least deprived,Second,Urban
S01006738,30,909,6,3753,3,4198,3986,4170.5,1815,4386,1495,2665,170,61,13.04,Large Urban,33.003300330033,Fourth,Fourth,Urban
S01006739,27,1226,9,5737,5,5749.5,5247,5568,4120,4789,3938,1528,41,22,4.3,Large Urban,22.02283849918434,Least deprived,Fourth,Urban
S01006740,19,766,6,3572,3,3789,3398,3196,2417,5274,3230,1998,101,57,9.09,Large Urban,24.804177545691903,Third,Fourth,Urban
S01006741,21,659,5,2882,3,3243,2399,2451,2295,4194,4119,3533,219,79,6.67,Large Urban,31.86646433990895,Third,Fourth,Urban
S01006742,7,460,4,2683,2,2856.5,2985,2202,2747,3347,2375,4493,114,140,5.88,Large Urban,15.217391304347826,Third,Third,Urban
S01006743,21,728,7,4619,4,5746,4250,4519,2854,1954,3699,4320,113,140,3.23,Large Urban,28.846153846153847,Least deprived,Second,Urban
S01006744,15,638,6,4034,3,4454,3599,4055,2655,3999,2506,1859,104,40,13.33,Large Urban,23.510971786833856,Fourth,Third,Urban
S01006745,23,847,4,2530,2,2204,2216,3413,1700,6222,1214,2677,165,138,27.59,Large Urban,27.15466351829988,Second,Least deprived,Urban
S01006746,19,832,5,2827,3,2356,2662,2817,3293,5437,1892,1602,52,55,12,Large Urban,22.83653846153846,Second,Fourth,Urban
S01006747,23,1029,9,5621,5,5199,5561,5258,4671,3112,4961,6401,20,34,7.69,Large Urban,22.351797862001945,Fourth,Third,Urban
S01006748,66,1193,9,5964,5,5996,6421,6015,5227,1987,3864,4175,48,23,7.89,Large Urban,55.32271584241408,Least deprived,Second,Urban
S01006749,19,883,6,3702,3,3516,2757,3070,3198,6209,4408,4774,151,133,19.44,Large Urban,21.517553793884485,Third,Least deprived,Urban
S01006750,12,672,6,3603,3,3513.5,2765,3595,3512,4064,2223,3707.5,67,118,46.15,Large Urban,17.857142857142858,Third,Third,Urban
S01006751,13,476,6,3992,3,3330.5,2895,3987.5,4252,3696,5407,3308,77,33,15,Large Urban,27.310924369747895,Third,Third,Urban
S01006752,14,709,6,3911,3,3642,3806,3451,2842,4676,4861,3811,53,0,33.33,Large Urban,19.746121297602254,Third,Fourth,Urban
S01006753,30,868,9,5837,5,5492,4915,5249,5189,3901,5250,5910,61,54,11.76,Large Urban,34.562211981566826,Fourth,Third,Urban
S01006754,15,841,9,5767,5,6030,5949,5626,4872,2101,3513,6104,27,20,0,Large Urban,17.8359096313912,Least deprived,Second,Urban
S01006755,57,812,7,4563,4,4643,5838,5991,4487,801,1118,3866,19,0,0,Large Urban,70.19704433497537,Fourth,Most deprived,Urban
S01006756,15,774,9,5974,5,6115,5326,6931,6024,1586,2775,3794,28,14,9.09,Large Urban,19.37984496124031,Least deprived,Second,Urban
S01006757,14,920,10,6705,5,6697,4601,6327,5034,6014,6687,5386,46,49,0,Large Urban,15.217391304347826,Least deprived,Least deprived,Urban
S01006758,6,663,10,6849,5,6184.5,6470,6397,6414,5612,4413,5619,93,21,8,Large Urban,9.04977375565611,Least deprived,Least deprived,Urban
S01006759,11,592,10,6793,5,6295,6758,6621,5444,4227,5398,5832,6,27,0,Large Urban,18.58108108108108,Least deprived,Fourth,Urban
S01006760,7,439,10,6343,5,5095,6229,6228,4620,6623,5753,2884,23,27,0,Large Urban,15.945330296127564,Fourth,Least deprived,Urban
S01006761,15,674,10,6632,5,6715,6196,6283,4527,4934,4748,4199,69,0,25,Large Urban,22.25519287833828,Least deprived,Fourth,Urban
S01006762,30,1061,8,5401,4,5716,4589,5560,4746,2052,3833,5178,21,18,3.7,Large Urban,28.27521206409048,Least deprived,Second,Urban
S01006763,12,840,9,6060,5,5105,6673,6307,5641,2036,6201,5583,14,14,2.86,Large Urban,14.285714285714285,Fourth,Second,Urban
S01006764,6,708,10,6489,5,6488,6001,6043,5674,3053,6316,3955,66,0,9.76,Large Urban,8.474576271186441,Least deprived,Third,Urban
S01006765,7,536,9,5678,5,6169,6004,4802.5,4426,2840,6728,1964,39,0,0,Large Urban,13.059701492537313,Least deprived,Third,Urban
S01006766,9,593,10,6412,5,6376,6456,6010,5548,2394,6753.5,4696,35,69,16,Large Urban,15.17706576728499,Least deprived,Second,Urban
S01006767,10,654,8,5569,4,5264,5293,4741,5560,3159,5590,4110,10,68,10,Large Urban,15.29051987767584,Fourth,Third,Urban
S01006768,9,620,10,6877,5,6923,6771,6561,5385,3932,6179,6750,34,0,16.67,Large Urban,14.516129032258066,Least deprived,Third,Urban
S01006769,21,922,7,4848,4,4541,3847,4693,4499,2429,6503,4933,72,46,15.38,Large Urban,22.7765726681128,Fourth,Second,Urban
S01006770,15,593,9,6181,5,6023,6389,5074,5290,3307,6753.5,5667,38,30,5,Large Urban,25.29510961214165,Least deprived,Third,Urban
S01006771,2,435,10,6333,5,5735,6209,5555,5933,3451,6928,5360,152,0,7.14,Large Urban,4.597701149425287,Least deprived,Third,Urban
S01006772,19,852,10,6434,5,6744.5,5973,6472,4632,3096,4774,4227,85,0,0,Large Urban,22.300469483568076,Least deprived,Third,Urban
S01006773,12,875,9,6088,5,5864,4938,6167,4619,3704,5033,6150,31,0,2.63,Large Urban,13.714285714285714,Least deprived,Third,Urban
S01006774,4,603,10,6524,5,6631,6767,6137,5550,2147,6762,6322,71,0,5.88,Large Urban,6.633499170812604,Least deprived,Second,Urban
S01006775,19,717,7,4565,4,4165,4109,4570,4496,2344,5418,1892,79,18,7.14,Large Urban,26.499302649930264,Third,Second,Urban
S01006776,9,513,5,3409,3,2312,3417,3190,4594,4836,4396,2345,14,68,11.11,Large Urban,17.543859649122805,Second,Fourth,Urban
S01006777,16,650,10,6936,5,6756,6237,6090,6000,6339,6928,6430,15,0,7.69,Large Urban,24.615384615384617,Least deprived,Least deprived,Urban
S01006778,13,597,8,5367,4,5370,4435,3984,5066,6821,3866,3568,85,0,19.05,Large Urban,21.775544388609713,Fourth,Least deprived,Urban
S01006779,19,589,5,2812,3,2505,2851,3011,2178,4793,3311,1188,131,190,7.14,Large Urban,32.25806451612903,Second,Fourth,Urban
S01006780,24,566,8,5107,4,4105,5015,4871,3786,4738,6744,3282,50,27,5.26,Large Urban,42.40282685512368,Third,Fourth,Urban
S01006781,10,674,10,6340,5,5760,5806,5886.5,5062,4820,5321,4890,79,0,14.29,Large Urban,14.83679525222552,Least deprived,Fourth,Urban
S01006782,30,795,9,6251,5,6280.5,6616,6420,4750,3697,2685,2496,4,0,0,Large Urban,37.73584905660377,Least deprived,Third,Urban
S01006783,16,613,7,4703,4,4376,4274,3380,4712,5024,5831,3271,66,86,14.29,Large Urban,26.10114192495922,Fourth,Fourth,Urban
S01006784,20,580,9,5945,5,5394,5927,5203.5,5745,3562,4710,5072,75,0,0,Large Urban,34.48275862068965,Fourth,Third,Urban
S01006785,7,576,10,6421,5,6910,6806,6682,6635,953,5725,5711,12,0,0,Large Urban,12.15277777777778,Least deprived,Most deprived,Urban
S01006786,17,801,9,5827,5,5582,6412,5782,6040,1269,6641,4486,31,35,0,Large Urban,21.22347066167291,Least deprived,Most deprived,Urban
S01006787,17,626,8,5240,4,5092,5385,5122,3721,2346,6189,5515,33,27,10,Large Urban,27.156549520766777,Fourth,Second,Urban
S01006788,50,1537,7,4856,4,5543,3696,4895,5742,892,5685,4617,51,0,3.92,Large Urban,32.53090435914118,Fourth,Most deprived,Urban
S01006789,36,562,9,6040,5,4794,5611,5637,5134,6206,5309,3731,34,60,0,Remote Rural,64.05693950177937,Fourth,Least deprived,Rural
S01006790,41,894,7,4871,4,4439,5148,3611,3881,6322,5542,2500.5,110,44,21.43,Remote Rural,45.86129753914989,Fourth,Least deprived,Rural
S01006791,49,570,6,3509,3,4251,6269,3932,4192,100,5333,4152,6,0,0,Remote Rural,85.96491228070175,Fourth,Most deprived,Rural
S01006792,38,444,7,4447,4,5998,6551,5116,5235,73,4852,3370,14,0,12.5,Remote Rural,85.58558558558559,Least deprived,Most deprived,Rural
S01006793,41,600,9,5949,5,5376.5,6775,6481,5061,1637,5410,5323,23,0,0,Remote Rural,68.33333333333333,Fourth,Second,Rural
S01006794,13,564,6,4021,3,3639,4807,2851,4412,3022,6928,4063,19,0,0,Remote Rural,23.04964539007092,Third,Third,Rural
S01006795,25,770,9,5691,5,4436.5,6323,4722,6114,4585,4765,5495,24,0,0,Remote Rural,32.467532467532465,Fourth,Fourth,Rural
S01006796,32,890,9,5637,5,5602,6873,5899.5,5664,805,5761,6929,5,0,0,Remote Rural,35.95505617977528,Least deprived,Most deprived,Rural
S01006797,40,666,8,5416,4,6267,6099,5956,6389,371,6253.5,3674,16,49,0,Remote Rural,60.06006006006006,Least deprived,Most deprived,Rural
S01006798,42,660,7,4640,4,5643,6546,5737,5771,84,4963,3306,0,0,0,Remote Rural,63.63636363636363,Least deprived,Most deprived,Rural
S01006799,22,907,7,4596,4,4404,4300,4011,3701,4797,2631,5153,54,38,22.73,Remote Rural,24.255788313120178,Fourth,Fourth,Rural
S01006800,29,868,9,5870,5,6198,6948,6396,6373,517,6460,6119,8,0,0,Accessible Rural,33.41013824884793,Least deprived,Most deprived,Rural
S01006801,45,991,9,5662,5,5116,5465,6178.5,6147,1338,5474,6198,23,0,3.03,Accessible Rural,45.40867810292634,Fourth,Most deprived,Rural
S01006802,40,754,7,4490,4,5225.5,5470,4974,4183,493,4456,3333.5,24,0,0,Accessible Rural,53.05039787798409,Fourth,Most deprived,Rural
S01006803,11,645,6,4093,3,3224,4066,3618,3807,4391,6221,3912,39,25,10.53,Accessible Rural,17.05426356589147,Third,Fourth,Rural
S01006804,15,778,10,6447,5,6123,6265,5516,4738,5057,6834,4721,20,0,12,Accessible Rural,19.28020565552699,Least deprived,Fourth,Rural
S01006805,43,1153,7,4515,4,4483,5582,4837,3900,1155,4509,2166,30,50,10.26,Accessible Rural,37.2940156114484,Fourth,Most deprived,Rural
S01006806,39,1032,7,4530,4,4644,5727,5017,4895,396,6386,4729,14,14,4.35,Accessible Rural,37.7906976744186,Fourth,Most deprived,Rural
S01006807,31,588,6,3624,3,3782,5164,4023,4656,249,5749,5537.5,25,52,17.65,Accessible Rural,52.72108843537416,Third,Most deprived,Rural
S01006808,24,695,8,5371,4,6593.5,6659,6591,5006,310,3991,4915,0,0,10.53,Accessible Rural,34.53237410071942,Least deprived,Most deprived,Rural
S01006809,27,888,5,3375,3,3102,4199,3435,4451,706,6860.5,4121,125,21,17.65,Accessible Rural,30.405405405405407,Third,Most deprived,Rural
S01006810,38,876,6,3828,3,3800,4923,4106,4287,565,5738,4515,12,18,13.64,Accessible Rural,43.37899543378995,Third,Most deprived,Rural
S01006811,49,1157,7,4810,4,4526,6398,5396,5568,494,5001,5097,47,0,0,Accessible Rural,42.35090751944685,Fourth,Most deprived,Rural
S01006812,41,893,7,4664,4,4368,5845,5445,5111,505,5296,4839,17,0,4.55,Accessible Rural,45.91265397536394,Fourth,Most deprived,Rural
S01006813,31,845,7,4707,4,4316,5155,5429,4365,1124,4958,2737,50,0,13.04,Accessible Rural,36.68639053254437,Fourth,Most deprived,Rural
S01006814,16,767,9,5966,5,6171,6904,5470,6474,1065,6106,6630.5,5,0,5.26,Accessible Rural,20.860495436766623,Least deprived,Most deprived,Rural
S01006815,16,599,6,3707,3,3228,3628,3135,3856,4162,4433,3005,56,0,25,Accessible Rural,26.71118530884808,Third,Third,Rural
S01006816,23,762,8,5002,4,4597,4509,4490,5155,2364,5811,6475,44,21,26.09,Accessible Rural,30.183727034120736,Fourth,Second,Rural
S01006817,32,760,8,4982,4,6077,5646,5364,4611,435,6093,4266,36,36,0,Accessible Rural,42.10526315789473,Least deprived,Most deprived,Rural
S01006818,32,763,8,5413,4,6497,6622,6215,6593,223,5245,4888,46,0,6.67,Accessible Rural,41.93971166448231,Least deprived,Most deprived,Rural
S01006819,42,895,8,5253,4,6421,6686,6309,6463,143,4868,5179,16,17,5.56,Accessible Rural,46.927374301675975,Least deprived,Most deprived,Rural
S01006820,15,408,9,5773,5,6504,6797,6598,6657,466,3406,5894,8,0,0,Accessible Rural,36.76470588235294,Least deprived,Most deprived,Rural
S01006821,59,1389,9,5745,5,6097,6858,6846,6115,449,4932,5229,13,0,1.37,Accessible Rural,42.47660187185026,Least deprived,Most deprived,Rural
S01006822,38,939,8,5407,4,6148,6840,6427.5,6280,291,4153,5051,20,71,0,Accessible Rural,40.46858359957402,Least deprived,Most deprived,Rural
S01006823,17,717,9,5904,5,5247,5328,5590,6066,3085,5714,3589,14,0,0,Other Urban,23.709902370990235,Fourth,Third,Urban
S01006824,14,798,4,2657,2,2614,3646,2033,2087,4997,2679,5728,76,0,13.33,Other Urban,17.543859649122805,Second,Fourth,Urban
S01006825,13,750,8,5123,4,4708,5869,4836,4190,2752,3549,5458,111,22,13.33,Other Urban,17.333333333333332,Fourth,Second,Urban
S01006826,16,890,8,5427,4,5076,5151,4131,6153,4365,3661,6498,39,0,11.76,Other Urban,17.97752808988764,Fourth,Fourth,Urban
S01006827,21,907,7,4379,4,3640,4313,3437,4350,5643,4896,3052.5,55,67,5.88,Other Urban,23.153252480705625,Third,Least deprived,Urban
S01006828,40,840,7,4788,4,3965,4900,3330,6176,6690,3141,2977,52,63,0,Other Urban,47.61904761904761,Third,Least deprived,Urban
S01006829,5,426,10,6738,5,6428.5,6941,6929,6913,1587,6928,6974,0,0,0,Other Urban,11.737089201877934,Least deprived,Second,Urban
S01006830,10,757,6,4128,3,4359,4068,3430,3207,2605,6368,5550.5,28,65,11.76,Other Urban,13.21003963011889,Fourth,Second,Urban
S01006831,8,503,10,6746,5,6066,6413,6301,6251,3545,6928,6714,43,0,0,Other Urban,15.904572564612325,Least deprived,Third,Urban
S01006832,33,982,9,6262,5,5282,5966,5385,6281,6333,3602,4725,37,51,13.33,Other Urban,33.60488798370672,Fourth,Least deprived,Urban
S01006833,13,472,10,6959,5,6424.5,6322,6954,6930,6110,4965,6289,75,0,0,Other Urban,27.54237288135593,Least deprived,Least deprived,Urban
S01006834,7,495,10,6465,5,5745,6784,5514,5863,3951,6705,5913,8,0,0,Other Urban,14.141414141414142,Least deprived,Third,Urban
S01006835,41,765,6,3859,3,3826,3922,3405,4569,6320,482,2434,84,0,6.67,Other Urban,53.59477124183006,Third,Least deprived,Urban
S01006836,11,535,9,5709,5,5788,5756,5266,6255,1543,5208,5451,28,89,0,Other Urban,20.560747663551403,Least deprived,Second,Urban
S01006837,12,569,9,5898,5,5195.5,6194,5322,4491,4295,5330,5775,6,0,0,Other Urban,21.0896309314587,Fourth,Fourth,Urban
S01006838,7,591,10,6369,5,5352,6482,6267,5294,3326,6928,6691.5,23,0,7.69,Other Urban,11.844331641285956,Fourth,Third,Urban
S01006839,31,990,8,5067,4,5391,5628,5264,5425,676,5471,4921,14,0,8,Accessible Small Towns,31.313131313131315,Fourth,Most deprived,Urban
S01006840,13,1108,9,6213,5,6796,6811,6839,6180,715,5278,6839,10,13,4.17,Accessible Small Towns,11.732851985559568,Least deprived,Most deprived,Urban
S01006841,12,872,8,5481,4,5622.5,6278,5984.5,6219,550,5731,6599,25,0,3.03,Accessible Small Towns,13.761467889908255,Least deprived,Most deprived,Urban
S01006842,18,753,10,6626,5,6417,5461,5957,5822,5251,4211,6781,78,0,0,Accessible Small Towns,23.90438247011952,Least deprived,Fourth,Urban
S01006843,10,803,10,6879,5,6655,6576,6425.5,5487,5058,5896,6303,26,17,4.35,Accessible Small Towns,12.453300124533,Least deprived,Fourth,Urban
S01006844,8,597,10,6432,5,6303,6174,5587,4949,4938,6141,2760,11,0,9.52,Accessible Small Towns,13.40033500837521,Least deprived,Fourth,Urban
S01006845,16,895,10,6665,5,6477,6573,6334,5522,2998,6262,6369,8,0,7.14,Accessible Small Towns,17.877094972067038,Least deprived,Third,Urban
S01006846,6,532,8,5459,4,6048.5,4822,4380,4370,4101,4481,3997.5,46,0,15.79,Accessible Small Towns,11.278195488721805,Least deprived,Third,Urban
S01006847,13,714,9,5955,5,5641,5125,4814,5779,4485,5708,5223,21,0,0,Accessible Small Towns,18.20728291316527,Least deprived,Fourth,Urban
S01006848,49,1625,8,5484,4,6596,6650,5972.5,5097,428,5500,5864,2,0,1.52,Accessible Rural,30.153846153846153,Least deprived,Most deprived,Rural
S01006849,35,1988,9,6121,5,6263,6652,5923,4991,2064,4889,5436,13,23,3.92,Accessible Small Towns,17.605633802816904,Least deprived,Second,Urban
S01006850,6,911,6,3969,3,3908,3675,3907,2995,2845,4476,4595,65,30,21.21,Accessible Small Towns,6.586169045005488,Third,Third,Urban
S01006851,15,773,7,4304,4,3698.5,3407,3456.5,4677,6668,3633,3647,57,40,0,Accessible Small Towns,19.404915912031047,Third,Least deprived,Urban
